,dataset,model,model_id,lambda,loss,samples,combined,polarity,semantic,history
417,sst2,all-MiniLM-L6-v2,Contrastive(minilm-6)(lambda=0.25),0.25,ContrastiveLoss,500,0.548,0.63,0.466,"[{'combined': 0.548, 'polarity': 0.63, 'semantic': 0.466}]"
418,sst2,all-MiniLM-L6-v2,Contrastive(minilm-6)(lambda=0.1),0.1,ContrastiveLoss,500,0.548,0.63,0.466,"[{'combined': 0.548, 'polarity': 0.63, 'semantic': 0.466}]"
419,sst2,all-MiniLM-L6-v2,Triplet(minilm-6)(lambda=10),10.0,TripletLoss,500,0.548,0.63,0.466,"[{'combined': 0.548, 'polarity': 0.63, 'semantic': 0.466}]"
420,sst2,all-MiniLM-L6-v2,Triplet(minilm-6)(lambda=7.5),7.5,TripletLoss,500,0.548,0.63,0.466,"[{'combined': 0.548, 'polarity': 0.63, 'semantic': 0.466}]"
421,sst2,all-MiniLM-L6-v2,Triplet(minilm-6)(lambda=5),5.0,TripletLoss,500,0.548,0.63,0.466,"[{'semantic': 0.466, 'combined': 0.548, 'polarity': 0.63}]"
422,sst2,all-MiniLM-L6-v2,Triplet(minilm-6)(lambda=1),1.0,TripletLoss,500,0.548,0.63,0.466,"[{'semantic': 0.466, 'combined': 0.548, 'polarity': 0.63}]"
423,sst2,all-MiniLM-L6-v2,Triplet(minilm-6)(lambda=0.1),0.1,TripletLoss,500,0.548,0.63,0.466,"[{'combined': 0.548, 'polarity': 0.63, 'semantic': 0.466}]"
424,sst2,all-MiniLM-L6-v2,Triplet(minilm-6)(lambda=0.01),0.01,TripletLoss,500,0.548,0.63,0.466,"[{'combined': 0.548, 'polarity': 0.63, 'semantic': 0.466}]"
425,sst2,e5-small-v2,MultipleNegatives(e5-small),,MultipleNegativesRankingLoss,500,0.835,0.815,0.855,"[{'combined': 0.835, 'polarity': 0.815, 'semantic': 0.855}]"
426,sst2,e5-small-v2,OnlineContrastive(e5-small)(lambda=1),1.0,OnlineContrastiveLoss,500,0.835,0.815,0.855,"[{'semantic': 0.855, 'combined': 0.835, 'polarity': 0.815}]"
427,sst2,e5-small-v2,OnlineContrastive(e5-small)(lambda=0.75),0.75,OnlineContrastiveLoss,500,0.835,0.815,0.855,"[{'combined': 0.835, 'polarity': 0.815, 'semantic': 0.855}]"
428,sst2,e5-small-v2,OnlineContrastive(e5-small)(lambda=0.5),0.5,OnlineContrastiveLoss,500,0.835,0.815,0.855,"[{'polarity': 0.815, 'semantic': 0.855, 'combined': 0.835}]"
429,sst2,e5-small-v2,OnlineContrastive(e5-small)(lambda=0.25),0.25,OnlineContrastiveLoss,500,0.835,0.815,0.855,"[{'semantic': 0.855, 'combined': 0.835, 'polarity': 0.815}]"
430,sst2,e5-small-v2,OnlineContrastive(e5-small)(lambda=0.1),0.1,OnlineContrastiveLoss,500,0.835,0.815,0.855,"[{'polarity': 0.815, 'semantic': 0.855, 'combined': 0.835}]"
431,sst2,e5-small-v2,Contrastive(e5-small)(lambda=1),1.0,ContrastiveLoss,500,0.835,0.815,0.855,"[{'combined': 0.835, 'polarity': 0.815, 'semantic': 0.855}]"
432,sst2,e5-small-v2,Contrastive(e5-small)(lambda=0.75),0.75,ContrastiveLoss,500,0.835,0.815,0.855,"[{'combined': 0.835, 'polarity': 0.815, 'semantic': 0.855}]"
433,sst2,e5-small-v2,Contrastive(e5-small)(lambda=0.5),0.5,ContrastiveLoss,500,0.835,0.815,0.855,"[{'combined': 0.835, 'polarity': 0.815, 'semantic': 0.855}]"
434,sst2,e5-small-v2,Contrastive(e5-small)(lambda=0.25),0.25,ContrastiveLoss,500,0.835,0.815,0.855,"[{'combined': 0.835, 'polarity': 0.815, 'semantic': 0.855}]"
435,sst2,e5-small-v2,Contrastive(e5-small)(lambda=0.1),0.1,ContrastiveLoss,500,0.835,0.815,0.855,"[{'combined': 0.835, 'polarity': 0.815, 'semantic': 0.855}]"
436,sst2,e5-small-v2,Triplet(e5-small)(lambda=10),10.0,TripletLoss,500,0.835,0.815,0.855,"[{'combined': 0.835, 'polarity': 0.815, 'semantic': 0.855}]"
437,sst2,e5-small-v2,Triplet(e5-small)(lambda=7.5),7.5,TripletLoss,500,0.835,0.815,0.855,"[{'combined': 0.835, 'polarity': 0.815, 'semantic': 0.855}]"
438,sst2,e5-small-v2,Triplet(e5-small)(lambda=5),5.0,TripletLoss,500,0.835,0.815,0.855,"[{'combined': 0.835, 'polarity': 0.815, 'semantic': 0.855}]"
439,sst2,e5-small-v2,Triplet(e5-small)(lambda=1),1.0,TripletLoss,500,0.835,0.815,0.855,"[{'combined': 0.835, 'polarity': 0.815, 'semantic': 0.855}]"
440,sst2,e5-small-v2,Triplet(e5-small)(lambda=0.1),0.1,TripletLoss,500,0.835,0.815,0.855,"[{'semantic': 0.855, 'combined': 0.835, 'polarity': 0.815}]"
441,sst2,e5-small-v2,Triplet(e5-small)(lambda=0.01),0.01,TripletLoss,500,0.835,0.815,0.855,"[{'combined': 0.835, 'polarity': 0.815, 'semantic': 0.855}]"
442,sst2,gte-small,MultipleNegatives(gte-small),,MultipleNegativesRankingLoss,500,0.813,0.778,0.848,"[{'combined': 0.813, 'polarity': 0.778, 'semantic': 0.848}]"
443,sst2,gte-small,OnlineContrastive(gte-small)(lambda=1),1.0,OnlineContrastiveLoss,500,0.813,0.778,0.848,"[{'combined': 0.813, 'polarity': 0.778, 'semantic': 0.848}]"
444,sst2,gte-small,OnlineContrastive(gte-small)(lambda=0.75),0.75,OnlineContrastiveLoss,500,0.813,0.778,0.848,"[{'semantic': 0.848, 'combined': 0.813, 'polarity': 0.778}]"
445,sst2,gte-small,OnlineContrastive(gte-small)(lambda=0.5),0.5,OnlineContrastiveLoss,500,0.813,0.778,0.848,"[{'combined': 0.813, 'polarity': 0.778, 'semantic': 0.848}]"
446,sst2,gte-small,OnlineContrastive(gte-small)(lambda=0.25),0.25,OnlineContrastiveLoss,500,0.813,0.778,0.848,"[{'combined': 0.813, 'polarity': 0.778, 'semantic': 0.848}]"
447,sst2,gte-small,OnlineContrastive(gte-small)(lambda=0.1),0.1,OnlineContrastiveLoss,500,0.813,0.778,0.848,"[{'combined': 0.813, 'polarity': 0.778, 'semantic': 0.848}]"
448,sst2,gte-small,Contrastive(gte-small)(lambda=1),1.0,ContrastiveLoss,500,0.813,0.778,0.848,"[{'semantic': 0.848, 'combined': 0.813, 'polarity': 0.778}]"
449,sst2,gte-small,Contrastive(gte-small)(lambda=0.75),0.75,ContrastiveLoss,500,0.813,0.778,0.848,"[{'polarity': 0.778, 'semantic': 0.848, 'combined': 0.813}]"
450,sst2,gte-small,Contrastive(gte-small)(lambda=0.5),0.5,ContrastiveLoss,500,0.813,0.778,0.848,"[{'combined': 0.813, 'polarity': 0.778, 'semantic': 0.848}]"
451,sst2,gte-small,Contrastive(gte-small)(lambda=0.25),0.25,ContrastiveLoss,500,0.813,0.778,0.848,"[{'combined': 0.813, 'polarity': 0.778, 'semantic': 0.848}]"
452,sst2,gte-small,Contrastive(gte-small)(lambda=0.1),0.1,ContrastiveLoss,500,0.813,0.778,0.848,"[{'combined': 0.813, 'polarity': 0.778, 'semantic': 0.848}]"
453,sst2,gte-small,Triplet(gte-small)(lambda=10),10.0,TripletLoss,500,0.813,0.778,0.848,"[{'semantic': 0.848, 'combined': 0.813, 'polarity': 0.778}]"
454,sst2,gte-small,Triplet(gte-small)(lambda=7.5),7.5,TripletLoss,500,0.813,0.778,0.848,"[{'combined': 0.813, 'polarity': 0.778, 'semantic': 0.848}]"
455,sst2,gte-small,Triplet(gte-small)(lambda=5),5.0,TripletLoss,500,0.813,0.778,0.848,"[{'combined': 0.813, 'polarity': 0.778, 'semantic': 0.848}]"
456,sst2,gte-small,Triplet(gte-small)(lambda=1),1.0,TripletLoss,500,0.813,0.778,0.848,"[{'semantic': 0.848, 'combined': 0.813, 'polarity': 0.778}]"
457,sst2,gte-small,Triplet(gte-small)(lambda=0.1),0.1,TripletLoss,500,0.813,0.778,0.848,"[{'combined': 0.813, 'polarity': 0.778, 'semantic': 0.848}]"
458,sst2,gte-small,Triplet(gte-small)(lambda=0.01),0.01,TripletLoss,500,0.813,0.778,0.848,"[{'combined': 0.813, 'polarity': 0.778, 'semantic': 0.848}]"
459,sst2,gte-base,MultipleNegatives(gte-base),,MultipleNegativesRankingLoss,500,0.821,0.804,0.837,"[{'combined': 0.821, 'polarity': 0.804, 'semantic': 0.837}]"
460,sst2,gte-base,OnlineContrastive(gte-base)(lambda=1),1.0,OnlineContrastiveLoss,500,0.82,0.804,0.837,"[{'combined': 0.82, 'polarity': 0.804, 'semantic': 0.837}]"
461,sst2,gte-base,OnlineContrastive(gte-base)(lambda=0.75),0.75,OnlineContrastiveLoss,500,0.82,0.804,0.837,"[{'polarity': 0.804, 'semantic': 0.837, 'combined': 0.82}]"
462,sst2,gte-base,OnlineContrastive(gte-base)(lambda=0.5),0.5,OnlineContrastiveLoss,500,0.82,0.804,0.837,"[{'combined': 0.82, 'polarity': 0.804, 'semantic': 0.837}]"
463,sst2,gte-base,OnlineContrastive(gte-base)(lambda=0.25),0.25,OnlineContrastiveLoss,500,0.82,0.804,0.837,"[{'semantic': 0.837, 'combined': 0.82, 'polarity': 0.804}]"
464,sst2,gte-base,OnlineContrastive(gte-base)(lambda=0.1),0.1,OnlineContrastiveLoss,500,0.82,0.804,0.837,"[{'combined': 0.82, 'polarity': 0.804, 'semantic': 0.837}]"
465,sst2,gte-base,Contrastive(gte-base)(lambda=1),1.0,ContrastiveLoss,500,0.82,0.804,0.837,"[{'semantic': 0.837, 'combined': 0.82, 'polarity': 0.804}]"
466,sst2,gte-base,Contrastive(gte-base)(lambda=0.75),0.75,ContrastiveLoss,500,0.82,0.804,0.837,"[{'combined': 0.82, 'polarity': 0.804, 'semantic': 0.837}]"
467,sst2,gte-base,Contrastive(gte-base)(lambda=0.5),0.5,ContrastiveLoss,500,0.82,0.804,0.837,"[{'combined': 0.82, 'polarity': 0.804, 'semantic': 0.837}]"
468,sst2,gte-base,Contrastive(gte-base)(lambda=0.25),0.25,ContrastiveLoss,500,0.82,0.804,0.837,"[{'combined': 0.82, 'polarity': 0.804, 'semantic': 0.837}]"
469,sst2,gte-base,Contrastive(gte-base)(lambda=0.1),0.1,ContrastiveLoss,500,0.821,0.804,0.837,"[{'combined': 0.821, 'polarity': 0.804, 'semantic': 0.837}]"
470,sst2,gte-base,Triplet(gte-base)(lambda=10),10.0,TripletLoss,500,0.82,0.804,0.837,"[{'combined': 0.82, 'polarity': 0.804, 'semantic': 0.837}]"
471,sst2,gte-base,Triplet(gte-base)(lambda=7.5),7.5,TripletLoss,500,0.82,0.804,0.837,"[{'combined': 0.82, 'polarity': 0.804, 'semantic': 0.837}]"
472,sst2,gte-base,Triplet(gte-base)(lambda=5),5.0,TripletLoss,500,0.82,0.804,0.837,"[{'semantic': 0.837, 'combined': 0.82, 'polarity': 0.804}]"
473,sst2,gte-base,Triplet(gte-base)(lambda=1),1.0,TripletLoss,500,0.82,0.804,0.837,"[{'semantic': 0.837, 'combined': 0.82, 'polarity': 0.804}]"
474,sst2,gte-base,Triplet(gte-base)(lambda=0.1),0.1,TripletLoss,500,0.82,0.804,0.837,"[{'combined': 0.82, 'polarity': 0.804, 'semantic': 0.837}]"
475,sst2,gte-base,Triplet(gte-base)(lambda=0.01),0.01,TripletLoss,500,0.82,0.804,0.837,"[{'combined': 0.82, 'polarity': 0.804, 'semantic': 0.837}]"
476,sst2,all-MiniLM-L6-v2,MultipleNegatives(minilm-6),,MultipleNegativesRankingLoss,50,0.548,0.63,0.466,"[{'combined': 0.548, 'polarity': 0.63, 'semantic': 0.466}]"
477,sst2,all-MiniLM-L6-v2,OnlineContrastive(minilm-6)(lambda=1),1.0,OnlineContrastiveLoss,50,0.548,0.63,0.466,"[{'combined': 0.548, 'polarity': 0.63, 'semantic': 0.466}]"
478,sst2,all-MiniLM-L6-v2,OnlineContrastive(minilm-6)(lambda=0.75),0.75,OnlineContrastiveLoss,50,0.548,0.63,0.466,"[{'combined': 0.548, 'polarity': 0.63, 'semantic': 0.466}]"
479,sst2,all-MiniLM-L6-v2,OnlineContrastive(minilm-6)(lambda=0.5),0.5,OnlineContrastiveLoss,50,0.548,0.63,0.466,"[{'combined': 0.548, 'polarity': 0.63, 'semantic': 0.466}]"
480,sst2,all-MiniLM-L6-v2,OnlineContrastive(minilm-6)(lambda=0.25),0.25,OnlineContrastiveLoss,50,0.548,0.63,0.466,"[{'combined': 0.548, 'polarity': 0.63, 'semantic': 0.466}]"
481,sst2,all-MiniLM-L6-v2,OnlineContrastive(minilm-6)(lambda=0.1),0.1,OnlineContrastiveLoss,50,0.548,0.63,0.466,"[{'combined': 0.548, 'polarity': 0.63, 'semantic': 0.466}]"
482,sst2,all-MiniLM-L6-v2,Contrastive(minilm-6)(lambda=1),1.0,ContrastiveLoss,50,0.548,0.63,0.466,"[{'combined': 0.548, 'polarity': 0.63, 'semantic': 0.466}]"
483,sst2,all-MiniLM-L6-v2,Contrastive(minilm-6)(lambda=0.75),0.75,ContrastiveLoss,50,0.548,0.63,0.466,"[{'polarity': 0.63, 'semantic': 0.466, 'combined': 0.548}]"
484,sst2,all-MiniLM-L6-v2,Contrastive(minilm-6)(lambda=0.5),0.5,ContrastiveLoss,50,0.548,0.63,0.466,"[{'combined': 0.548, 'polarity': 0.63, 'semantic': 0.466}]"
485,sst2,all-MiniLM-L6-v2,Contrastive(minilm-6)(lambda=0.25),0.25,ContrastiveLoss,50,0.548,0.63,0.466,"[{'semantic': 0.466, 'combined': 0.548, 'polarity': 0.63}]"
486,sst2,all-MiniLM-L6-v2,Contrastive(minilm-6)(lambda=0.1),0.1,ContrastiveLoss,50,0.548,0.63,0.466,"[{'combined': 0.548, 'polarity': 0.63, 'semantic': 0.466}]"
487,sst2,all-MiniLM-L6-v2,Triplet(minilm-6)(lambda=10),10.0,TripletLoss,50,0.548,0.63,0.466,"[{'combined': 0.548, 'polarity': 0.63, 'semantic': 0.466}]"
488,sst2,all-MiniLM-L6-v2,Triplet(minilm-6)(lambda=7.5),7.5,TripletLoss,50,0.548,0.63,0.466,"[{'combined': 0.548, 'polarity': 0.63, 'semantic': 0.466}]"
489,sst2,all-MiniLM-L6-v2,Triplet(minilm-6)(lambda=5),5.0,TripletLoss,50,0.548,0.63,0.466,"[{'combined': 0.548, 'polarity': 0.63, 'semantic': 0.466}]"
490,sst2,all-MiniLM-L6-v2,Triplet(minilm-6)(lambda=1),1.0,TripletLoss,50,0.548,0.63,0.466,"[{'polarity': 0.63, 'semantic': 0.466, 'combined': 0.548}]"
491,sst2,all-MiniLM-L6-v2,Triplet(minilm-6)(lambda=0.1),0.1,TripletLoss,50,0.548,0.63,0.466,"[{'combined': 0.548, 'polarity': 0.63, 'semantic': 0.466}]"
492,sst2,all-MiniLM-L6-v2,Triplet(minilm-6)(lambda=0.01),0.01,TripletLoss,50,0.548,0.63,0.466,"[{'polarity': 0.63, 'semantic': 0.466, 'combined': 0.548}]"
493,sst2,e5-small-v2,MultipleNegatives(e5-small),,MultipleNegativesRankingLoss,50,0.835,0.815,0.855,"[{'polarity': 0.815, 'semantic': 0.855, 'combined': 0.835}]"
494,sst2,e5-small-v2,OnlineContrastive(e5-small)(lambda=1),1.0,OnlineContrastiveLoss,50,0.835,0.815,0.855,"[{'combined': 0.835, 'polarity': 0.815, 'semantic': 0.855}]"
495,sst2,e5-small-v2,OnlineContrastive(e5-small)(lambda=0.75),0.75,OnlineContrastiveLoss,50,0.835,0.815,0.855,"[{'combined': 0.835, 'polarity': 0.815, 'semantic': 0.855}]"
496,sst2,e5-small-v2,OnlineContrastive(e5-small)(lambda=0.5),0.5,OnlineContrastiveLoss,50,0.835,0.815,0.855,"[{'combined': 0.835, 'polarity': 0.815, 'semantic': 0.855}]"
497,sst2,e5-small-v2,OnlineContrastive(e5-small)(lambda=0.25),0.25,OnlineContrastiveLoss,50,0.835,0.815,0.855,"[{'combined': 0.835, 'polarity': 0.815, 'semantic': 0.855}]"
498,sst2,e5-small-v2,OnlineContrastive(e5-small)(lambda=0.1),0.1,OnlineContrastiveLoss,50,0.835,0.815,0.855,"[{'combined': 0.835, 'polarity': 0.815, 'semantic': 0.855}]"
499,sst2,e5-small-v2,Contrastive(e5-small)(lambda=1),1.0,ContrastiveLoss,50,0.835,0.815,0.855,"[{'polarity': 0.815, 'semantic': 0.855, 'combined': 0.835}]"
500,sst2,e5-small-v2,Contrastive(e5-small)(lambda=0.75),0.75,ContrastiveLoss,50,0.835,0.815,0.855,"[{'semantic': 0.855, 'combined': 0.835, 'polarity': 0.815}]"
501,sst2,e5-small-v2,Contrastive(e5-small)(lambda=0.5),0.5,ContrastiveLoss,50,0.835,0.815,0.855,"[{'semantic': 0.855, 'combined': 0.835, 'polarity': 0.815}]"
502,sst2,e5-small-v2,Contrastive(e5-small)(lambda=0.25),0.25,ContrastiveLoss,50,0.835,0.815,0.855,"[{'combined': 0.835, 'polarity': 0.815, 'semantic': 0.855}]"
503,sst2,e5-small-v2,Contrastive(e5-small)(lambda=0.1),0.1,ContrastiveLoss,50,0.835,0.815,0.855,"[{'combined': 0.835, 'polarity': 0.815, 'semantic': 0.855}]"
504,sst2,e5-small-v2,Triplet(e5-small)(lambda=10),10.0,TripletLoss,50,0.835,0.815,0.855,"[{'combined': 0.835, 'polarity': 0.815, 'semantic': 0.855}]"
505,sst2,e5-small-v2,Triplet(e5-small)(lambda=7.5),7.5,TripletLoss,50,0.835,0.815,0.855,"[{'combined': 0.835, 'polarity': 0.815, 'semantic': 0.855}]"
506,sst2,e5-small-v2,Triplet(e5-small)(lambda=5),5.0,TripletLoss,50,0.835,0.815,0.855,"[{'polarity': 0.815, 'semantic': 0.855, 'combined': 0.835}]"
507,sst2,e5-small-v2,Triplet(e5-small)(lambda=1),1.0,TripletLoss,50,0.835,0.815,0.855,"[{'combined': 0.835, 'polarity': 0.815, 'semantic': 0.855}]"
508,sst2,e5-small-v2,Triplet(e5-small)(lambda=0.1),0.1,TripletLoss,50,0.835,0.815,0.855,"[{'combined': 0.835, 'polarity': 0.815, 'semantic': 0.855}]"
509,sst2,e5-small-v2,Triplet(e5-small)(lambda=0.01),0.01,TripletLoss,50,0.835,0.815,0.855,"[{'combined': 0.835, 'polarity': 0.815, 'semantic': 0.855}]"
510,sst2,gte-small,MultipleNegatives(gte-small),,MultipleNegativesRankingLoss,50,0.813,0.778,0.848,"[{'combined': 0.813, 'polarity': 0.778, 'semantic': 0.848}]"
511,sst2,gte-small,OnlineContrastive(gte-small)(lambda=1),1.0,OnlineContrastiveLoss,50,0.813,0.778,0.848,"[{'combined': 0.813, 'polarity': 0.778, 'semantic': 0.848}]"
512,sst2,gte-small,OnlineContrastive(gte-small)(lambda=0.75),0.75,OnlineContrastiveLoss,50,0.813,0.778,0.848,"[{'semantic': 0.848, 'combined': 0.813, 'polarity': 0.778}]"
513,sst2,gte-small,OnlineContrastive(gte-small)(lambda=0.5),0.5,OnlineContrastiveLoss,50,0.813,0.778,0.848,"[{'combined': 0.813, 'polarity': 0.778, 'semantic': 0.848}]"
514,sst2,gte-small,OnlineContrastive(gte-small)(lambda=0.25),0.25,OnlineContrastiveLoss,50,0.813,0.778,0.848,"[{'combined': 0.813, 'polarity': 0.778, 'semantic': 0.848}]"
515,sst2,gte-small,OnlineContrastive(gte-small)(lambda=0.1),0.1,OnlineContrastiveLoss,50,0.813,0.778,0.848,"[{'combined': 0.813, 'polarity': 0.778, 'semantic': 0.848}]"
516,sst2,gte-small,Contrastive(gte-small)(lambda=1),1.0,ContrastiveLoss,50,0.813,0.778,0.848,"[{'semantic': 0.848, 'combined': 0.813, 'polarity': 0.778}]"
517,sst2,gte-small,Contrastive(gte-small)(lambda=0.75),0.75,ContrastiveLoss,50,0.813,0.778,0.848,"[{'combined': 0.813, 'polarity': 0.778, 'semantic': 0.848}]"
518,sst2,gte-small,Contrastive(gte-small)(lambda=0.5),0.5,ContrastiveLoss,50,0.813,0.778,0.848,"[{'combined': 0.813, 'polarity': 0.778, 'semantic': 0.848}]"
519,sst2,gte-small,Contrastive(gte-small)(lambda=0.25),0.25,ContrastiveLoss,50,0.813,0.778,0.848,"[{'combined': 0.813, 'polarity': 0.778, 'semantic': 0.848}]"
520,sst2,gte-small,Contrastive(gte-small)(lambda=0.1),0.1,ContrastiveLoss,50,0.813,0.778,0.848,"[{'combined': 0.813, 'polarity': 0.778, 'semantic': 0.848}]"
521,sst2,gte-small,Triplet(gte-small)(lambda=10),10.0,TripletLoss,50,0.813,0.778,0.848,"[{'combined': 0.813, 'polarity': 0.778, 'semantic': 0.848}]"
522,sst2,gte-small,Triplet(gte-small)(lambda=7.5),7.5,TripletLoss,50,0.813,0.778,0.848,"[{'combined': 0.813, 'polarity': 0.778, 'semantic': 0.848}]"
523,sst2,gte-small,Triplet(gte-small)(lambda=5),5.0,TripletLoss,50,0.813,0.778,0.848,"[{'combined': 0.813, 'polarity': 0.778, 'semantic': 0.848}]"
524,sst2,gte-small,Triplet(gte-small)(lambda=1),1.0,TripletLoss,50,0.813,0.778,0.848,"[{'semantic': 0.848, 'combined': 0.813, 'polarity': 0.778}]"
525,sst2,gte-small,Triplet(gte-small)(lambda=0.1),0.1,TripletLoss,50,0.813,0.778,0.848,"[{'combined': 0.813, 'polarity': 0.778, 'semantic': 0.848}]"
526,sst2,gte-small,Triplet(gte-small)(lambda=0.01),0.01,TripletLoss,50,0.813,0.778,0.848,"[{'polarity': 0.778, 'semantic': 0.848, 'combined': 0.813}]"
527,sst2,gte-base,MultipleNegatives(gte-base),,MultipleNegativesRankingLoss,50,0.82,0.804,0.837,"[{'combined': 0.82, 'polarity': 0.804, 'semantic': 0.837}]"
528,sst2,gte-base,OnlineContrastive(gte-base)(lambda=1),1.0,OnlineContrastiveLoss,50,0.82,0.804,0.837,"[{'semantic': 0.837, 'combined': 0.82, 'polarity': 0.804}]"
529,sst2,gte-base,OnlineContrastive(gte-base)(lambda=0.75),0.75,OnlineContrastiveLoss,50,0.82,0.804,0.837,"[{'polarity': 0.804, 'semantic': 0.837, 'combined': 0.82}]"
530,sst2,gte-base,OnlineContrastive(gte-base)(lambda=0.5),0.5,OnlineContrastiveLoss,50,0.82,0.804,0.837,"[{'combined': 0.82, 'polarity': 0.804, 'semantic': 0.837}]"
531,sst2,gte-base,OnlineContrastive(gte-base)(lambda=0.25),0.25,OnlineContrastiveLoss,50,0.82,0.804,0.837,"[{'semantic': 0.837, 'combined': 0.82, 'polarity': 0.804}]"
532,sst2,gte-base,OnlineContrastive(gte-base)(lambda=0.1),0.1,OnlineContrastiveLoss,50,0.82,0.804,0.837,"[{'combined': 0.82, 'polarity': 0.804, 'semantic': 0.837}]"
533,sst2,gte-base,Contrastive(gte-base)(lambda=1),1.0,ContrastiveLoss,50,0.82,0.804,0.837,"[{'combined': 0.82, 'polarity': 0.804, 'semantic': 0.837}]"
534,sst2,gte-base,Contrastive(gte-base)(lambda=0.75),0.75,ContrastiveLoss,50,0.82,0.804,0.837,"[{'polarity': 0.804, 'semantic': 0.837, 'combined': 0.82}]"
535,sst2,gte-base,Contrastive(gte-base)(lambda=0.5),0.5,ContrastiveLoss,50,0.82,0.804,0.837,"[{'combined': 0.82, 'polarity': 0.804, 'semantic': 0.837}]"
536,sst2,gte-base,Contrastive(gte-base)(lambda=0.25),0.25,ContrastiveLoss,50,0.82,0.804,0.837,"[{'combined': 0.82, 'polarity': 0.804, 'semantic': 0.837}]"
537,sst2,gte-base,Contrastive(gte-base)(lambda=0.1),0.1,ContrastiveLoss,50,0.82,0.804,0.837,"[{'combined': 0.82, 'polarity': 0.804, 'semantic': 0.837}]"
538,sst2,gte-base,Triplet(gte-base)(lambda=10),10.0,TripletLoss,50,0.82,0.804,0.837,"[{'combined': 0.82, 'polarity': 0.804, 'semantic': 0.837}]"
539,sst2,gte-base,Triplet(gte-base)(lambda=7.5),7.5,TripletLoss,50,0.82,0.804,0.837,"[{'combined': 0.82, 'polarity': 0.804, 'semantic': 0.837}]"
540,sst2,gte-base,Triplet(gte-base)(lambda=5),5.0,TripletLoss,50,0.82,0.804,0.837,"[{'combined': 0.82, 'polarity': 0.804, 'semantic': 0.837}]"
541,sst2,gte-base,Triplet(gte-base)(lambda=1),1.0,TripletLoss,50,0.82,0.804,0.837,"[{'semantic': 0.837, 'combined': 0.82, 'polarity': 0.804}]"
542,sst2,gte-base,Triplet(gte-base)(lambda=0.1),0.1,TripletLoss,50,0.82,0.804,0.837,"[{'combined': 0.82, 'polarity': 0.804, 'semantic': 0.837}]"
543,sst2,gte-base,Triplet(gte-base)(lambda=0.01),0.01,TripletLoss,50,0.82,0.804,0.837,"[{'combined': 0.82, 'polarity': 0.804, 'semantic': 0.837}]"
